symptom_text,risk_tier
enga ponnu high juram,CLINIC_24H
mild vayiru vali,CLINIC_24H
body pain,CLINIC_24H
en husband thala vali romba,CLINIC_24H
loose motion and fever,CLINIC_24H
enga ammaku fever and body pain,CLINIC_24H
stomach pain since yesterday,CLINIC_24H
loose stools 3 times,CLINIC_24H
en appaku mild juram,CLINIC_24H
thala vali and weakness,CLINIC_24H
kaichal,CLINIC_24H
enga thathaku cut,CLINIC_24H
en payyan thala vali,CLINIC_24H
fever marundhu kekala,CLINIC_24H
stomach vali mild,CLINIC_24H
enga pondati loose stools,CLINIC_24H
kaichal and vomiting,CLINIC_24H
en ponnu fever,CLINIC_24H
enga appa mild fever,CLINIC_24H
cut in finger ratham,CLINIC_24H
baby ku rendu naal ah high juram marundhu kuduthum kelala,CLINIC_24H
pregnant pondati ku vayiru vali romba irukku,CLINIC_24H
en payyanuku loose motion 3 days ah,CLINIC_24H
chinnu ponnu romba azhuthu konjamum saptu mudiyala,CLINIC_24H
high fever baby ku,CLINIC_24H
pregnant wife ku thala vali and mayakkam,CLINIC_24H
en maganuku vayithu pokku and juram,CLINIC_24H
baby ku breast feeding nalla illa romba tired,CLINIC_24H
2 years paiyanuku kaichal 2 days ah,CLINIC_24H
vayiru vali en pregnant pondati ku,CLINIC_24H
en chinnu ku continuous diarrhea,CLINIC_24H
baby ku juram irukku aana moochu nalla than,CLINIC_24H
pregnant sister ku swelling in legs,CLINIC_24H
payyanuku ratham vara small cut kaiyila,CLINIC_24H
baby ku nalla saptu illa and cry romba,CLINIC_24H
pregnant ponnu ku back pain romba,CLINIC_24H
magaluku fever and vomiting,CLINIC_24H
baby ku 3 days fever marundhu saptum kelala,CLINIC_24H
loose motion en chinnu paiyanuku,CLINIC_24H
wife ku pregnancy la thala vali,CLINIC_24H
baby ku romba azhuthu konjamum thoongala,CLINIC_24H
high juram en payyanuku,CLINIC_24H
en pregnant pondati ku stomach pain since yesterday,CLINIC_24H
ponnu ku skin rashes full ah,CLINIC_24H
baby ku fever and not feeding well,CLINIC_24H
vayithu vali pregnant wife ku,CLINIC_24H
en chinnu ku diarrhea 2 days,CLINIC_24H
maganuku kaichal and body pain,CLINIC_24H
baby ku nethu irundhu cry romba,CLINIC_24H
pregnant la irukura ponnuku swelling,CLINIC_24H
en payyanuku mild fever aana kelala,CLINIC_24H
baby ku breast feed panna mudiyala,CLINIC_24H
daughter ku vomiting and loose motion,CLINIC_24H
high fever baby ku eppo varanum,CLINIC_24H
en pregnant wife ku back vali romba,CLINIC_24H
chinnu paiyanuku rashes and itch,CLINIC_24H
baby ku juram and azhuthu,CLINIC_24H
pondati ku pregnancy la vomiting,CLINIC_24H
en magaluku 2 days fever,CLINIC_24H
baby ku not drinking milk properly,CLINIC_24H
vayiru pokku en payyanuku,CLINIC_24H
pregnant ponnu ku thala suthuthu,CLINIC_24H
en chinnu ku continuous cry and fever,CLINIC_24H
baby ku mild cut in leg,CLINIC_24H
wife ku stomach discomfort,CLINIC_24H
son ku kaichal and not active,CLINIC_24H
en pregnant sister ku leg swelling,CLINIC_24H
baby ku romba azhuthu thoongala,CLINIC_24H
high juram en ponnuku,CLINIC_24H
pregnant wife ku mild bleeding spot,CLINIC_24H
en payyanuku diarrhea and weak,CLINIC_24H
baby ku fever 2 days marundhu kelala,CLINIC_24H
chinnu ku skin allergy,CLINIC_24H
pregnant la irukura ku back pain,CLINIC_24H
en maganuku vomiting,CLINIC_24H
baby ku not feeding and cry,CLINIC_24H
daughter ku loose motion,CLINIC_24H
en baby ku high fever konjam,CLINIC_24H
pregnant wife ku vomiting since morning,CLINIC_24H
chinnu ku rashes full body,CLINIC_24H
en baby ku azhuthu romba,CLINIC_24H
pregnant ponnu ku swelling in hands,CLINIC_24H
vayithu vali en baby ku,CLINIC_24H
payyanuku fever and cry,CLINIC_24H
en wife ku pregnancy la discomfort,CLINIC_24H
magaluku diarrhea 3 days,CLINIC_24H
baby ku not sleeping well fever oda,CLINIC_24H
chinnu ponnu ku mild cut,CLINIC_24H
son ku kaichal kelala,CLINIC_24H
baby ku romba cry and not drink milk,CLINIC_24H
payyanuku rashes,CLINIC_24H
baby ku fever and loose,CLINIC_24H
en chinnu ku continuous azhuthu,CLINIC_24H
pregnant la vomiting,CLINIC_24H
baby ku not feeding,CLINIC_24H
en wife ku pregnancy swelling,CLINIC_24H
daughter ku diarrhea,CLINIC_24H
baby ku juram 2 days,CLINIC_24H
pregnant wife ku stomach vali,CLINIC_24H
chinnu ku rashes and fever,CLINIC_24H
baby ku mild breathing kashtam,CLINIC_24H
baby ku azhuthu and fever,CLINIC_24H
wife ku thala suthuthu,CLINIC_24H
magaluku vomiting,CLINIC_24H
en baby ku not active,CLINIC_24H
pregnant wife ku mild bleed,CLINIC_24H
payyanuku kaichal,CLINIC_24H
chinnu ku cry nonstop,CLINIC_24H
en baby ku fever marundhu kelala,CLINIC_24H
pondati ku swelling legs,CLINIC_24H
baby ku loose motion,CLINIC_24H
en pregnant la irukura ku vali,CLINIC_24H
maganuku mild juram,CLINIC_24H
baby ku not drinking milk,CLINIC_24H
en chinnu ku diarrhea,CLINIC_24H
baby ku high fever 2 days,CLINIC_24H
payyanuku vomiting,CLINIC_24H
en baby ku cry and not sleep,CLINIC_24H
sister ku pregnancy swelling,CLINIC_24H
ponnu ku rashes,CLINIC_24H
baby ku fever and azhuthu,CLINIC_24H
son ku loose motion,CLINIC_24H
baby ku mild cut,CLINIC_24H
wife ku vomiting pregnancy,CLINIC_24H
en chinnu ku fever,CLINIC_24H
baby ku not feeding well,CLINIC_24H
pregnant wife ku stomach pain,CLINIC_24H
magaluku cry romba,CLINIC_24H
en baby ku juram,CLINIC_24H
baby ku diarrhea,CLINIC_24H
en pregnant la irukura ku mayakkam,CLINIC_24H
daughter ku vomiting,CLINIC_24H
baby ku azhuthu,CLINIC_24H
wife ku swelling,CLINIC_24H
en chinnu ku loose,CLINIC_24H
baby ku fever 3 days,CLINIC_24H
pregnant wife ku vali,CLINIC_24H
en baby ku not sleep,CLINIC_24H
pregnant sister ku discomfort,CLINIC_24H
baby ku rashes,CLINIC_24H
en wife ku thala vali,CLINIC_24H
maganuku diarrhea,CLINIC_24H
baby ku mild juram,CLINIC_24H
en payyanuku vomiting,CLINIC_24H
chinnu ku swelling,CLINIC_24H
baby ku fever kelala,CLINIC_24H
en pregnant wife ku stomach issue,CLINIC_24H
wife ku pregnancy vali,CLINIC_24H
en son ku azhuthu,CLINIC_24H
chinnu ku mild cut,CLINIC_24H
en baby ku high fever,CLINIC_24H
payyanuku cry,CLINIC_24H
baby ku juram and weak,CLINIC_24H
en pregnant wife ku swelling,CLINIC_24H
magaluku diarrhea,CLINIC_24H
baby ku azhuthu romba,CLINIC_24H
sister ku thala vali,CLINIC_24H
en ponnu ku vomiting,CLINIC_24H
wife ku pregnancy fever,CLINIC_24H
chinnu ku loose motion,CLINIC_24H
pregnant ponnu ku discomfort,CLINIC_24H
son ku fever,CLINIC_24H
baby ku cry and fever,CLINIC_24H
en pregnant wife ku mild bleed,CLINIC_24H
baby ku diarrhea 2 days,CLINIC_24H
wife ku back vali,CLINIC_24H
baby ku juram marundhu kelala,CLINIC_24H
pregnant la irukura ku swelling,CLINIC_24H
payyanuku cry romba,CLINIC_24H
en baby ku not drinking,CLINIC_24H
chinnu ku mild fever,CLINIC_24H
pregnant wife ku thala vali,CLINIC_24H
en son ku loose,CLINIC_24H
baby ku fever since yesterday,CLINIC_24H
pondati ku stomach vali,CLINIC_24H
daughter ku rashes and itch,CLINIC_24H
en baby ku mild cut leg la,CLINIC_24H
pregnant sister ku vomiting,CLINIC_24H
chinnu ku cry and weak,CLINIC_24H
en wife ku pregnancy back pain,CLINIC_24H
payyanuku diarrhea,CLINIC_24H
baby ku not feeding properly,CLINIC_24H
pregnant ponnu ku swelling,CLINIC_24H
en magaluku mild juram,CLINIC_24H
enga thathaku rendu naal high fever BP already irukku marundhu eduthum kekala,CLINIC_24H
paati vayiru vali and loose motion since yesterday,CLINIC_24H
enga paatiku thala vali romba naal sugar high,CLINIC_24H
thatha joint pain romba increase aachu,CLINIC_24H
enga thathaku fever 3 days BP check panna venum,CLINIC_24H
paati continuous loose motion sugar problem,CLINIC_24H
enga appaku thala vali and weakness,CLINIC_24H
high fever thatha,CLINIC_24H
enga paatiku stomach pain 2 days joint pain undu,CLINIC_24H
thatha sugar high fever varuthu,CLINIC_24H
enga thathaku BP high and thala suthuthu,CLINIC_24H
paati vayiru pokku continuous,CLINIC_24H
joint pain romba bad aachu,CLINIC_24H
enga paatiku fever and sugar illa but weakness,CLINIC_24H
thatha stomach pain severe,CLINIC_24H
high fever paati,CLINIC_24H
enga thathaku rendu naal loose stools BP medicine eduthukuren,CLINIC_24H
vayithu vali and vomiting,CLINIC_24H
paati thala vali with joint pain,CLINIC_24H
thatha fever 2 days,CLINIC_24H
enga appaku sugar high and body pain,CLINIC_24H
loose motion grandpa,CLINIC_24H
enga paatiku BP high fever varuthu eppo doctor ku,CLINIC_24H
stomach pain thatha,CLINIC_24H
enga thathaku continuous diarrhea sugar control illa,CLINIC_24H
paati joint pain and weakness,CLINIC_24H
high fever since 3 days,CLINIC_24H
enga paatiku vayiru vali BP already undu,CLINIC_24H
thatha loose motion 2 days,CLINIC_24H
body pain and fever grandpa,CLINIC_24H
paati stomach upset continuous,CLINIC_24H
joint pain increase aachu,CLINIC_24H
enga appaku fever illa but loose stools,CLINIC_24H
thatha BP high and dizziness,CLINIC_24H
enga paatiku high fever 2 days joint pain,CLINIC_24H
stomach pain severe thatha,CLINIC_24H
enga thathaku sugar spike and weakness,CLINIC_24H
paati fever and BP check,CLINIC_24H
thatha joint pain romba,CLINIC_24H
enga paatiku rendu naal stomach pain,CLINIC_24H
high fever grandpa,CLINIC_24H
thala suthuthu and weakness,CLINIC_24H
enga thathaku diarrhea continuous BP undu,CLINIC_24H
vayiru vali paati,CLINIC_24H
enga appaku fever 3 days marundhu kekala,CLINIC_24H
sugar high and body pain,CLINIC_24H
loose stools since yesterday,CLINIC_24H
enga paatiku thala vali severe,CLINIC_24H
stomach pain and loose motion,CLINIC_24H
thatha BP high fever,CLINIC_24H
paati weakness and joint pain,CLINIC_24H
enga thathaku high fever 2 days,CLINIC_24H
vayithu vali romba,CLINIC_24H
enga paatiku continuous diarrhea sugar problem,CLINIC_24H
joint pain increase,CLINIC_24H
thatha stomach pain since morning,CLINIC_24H
high fever and weakness,CLINIC_24H
enga thathaku BP high and thala vali,CLINIC_24H
loose motion paati,CLINIC_24H
fever illa but vayiru vali,CLINIC_24H
enga appaku joint pain romba and sugar,CLINIC_24H
stomach upset thatha,CLINIC_24H
enga paatiku fever 2 days BP check,CLINIC_24H
grandpa weakness and body pain,CLINIC_24H
enga thathaku diarrhea and dehydration,CLINIC_24H
vayithu pokku paati,CLINIC_24H
joint pain and fever,CLINIC_24H
thatha sugar high thala suthuthu,CLINIC_24H
enga paatiku stomach pain 2 days,CLINIC_24H
enga thathaku thala vali with BP,CLINIC_24H
body weakness paati,CLINIC_24H
thatha joint pain severe,CLINIC_24H
enga appaku fever and loose stools,CLINIC_24H
sugar illa but high BP,CLINIC_24H
vayiru vali thatha,CLINIC_24H
paati continuous thala vali,CLINIC_24H
enga paatiku joint pain increase aachu,CLINIC_24H
high fever 3 days grandpa,CLINIC_24H
diarrhea since yesterday,CLINIC_24H
thatha stomach vali,CLINIC_24H
enga thathaku weakness and sugar spike,CLINIC_24H
thala vali and dizziness,CLINIC_24H
enga appaku BP high fever,CLINIC_24H
joint pain romba,CLINIC_24H
vayithu vali thatha,CLINIC_24H
paati high fever marundhu eduthum,CLINIC_24H
enga paatiku continuous loose motion,CLINIC_24H
stomach pain grandpa,CLINIC_24H
thatha thala vali severe,CLINIC_24H
enga thathaku fever and joint pain,CLINIC_24H
sugar high and weakness,CLINIC_24H
loose stools paati,CLINIC_24H
vayiru pokku thatha,CLINIC_24H
enga paatiku BP high thala vali,CLINIC_24H
high fever 2 days,CLINIC_24H
joint pain increase aachu grandpa,CLINIC_24H
stomach upset and diarrhea,CLINIC_24H
enga thathaku weakness romba,CLINIC_24H
fever and BP,CLINIC_24H
enga appaku vayiru vali continuous,CLINIC_24H
loose motion thatha,CLINIC_24H
sugar problem and joint pain,CLINIC_24H
paati high fever,CLINIC_24H
enga paatiku stomach pain,CLINIC_24H
thatha body weakness,CLINIC_24H
enga thathaku thala vali and fever,CLINIC_24H
vayithu vali grandpa,CLINIC_24H
continuous diarrhea paati,CLINIC_24H
joint pain severe thatha,CLINIC_24H
enga appaku BP high and dizziness,CLINIC_24H
loose stools since 2 days,CLINIC_24H
high fever grandma,CLINIC_24H
enga paatiku sugar high weakness,CLINIC_24H
stomach vali and vomiting,CLINIC_24H
enga thathaku fever marundhu kekala,CLINIC_24H
joint pain romba paati,CLINIC_24H
vayiru pokku grandpa,CLINIC_24H
high BP and thala suthuthu,CLINIC_24H
enga paatiku loose motion continuous,CLINIC_24H
enga thathaku joint pain and sugar,CLINIC_24H
thala vali severe paati,CLINIC_24H
weakness and body pain,CLINIC_24H
enga appaku diarrhea 2 days,CLINIC_24H
paati BP high fever,CLINIC_24H
enga paatiku stomach upset,CLINIC_24H
thatha thala vali,CLINIC_24H
enga thathaku sugar high and loose stools,CLINIC_24H
continuous fever grandpa,CLINIC_24H
enga paatiku weakness romba,CLINIC_24H
stomach pain and diarrhea,CLINIC_24H
high BP paati,CLINIC_24H
enga thathaku joint pain severe,CLINIC_24H
enga appaku thala vali with sugar,CLINIC_24H
stomach vali paati,CLINIC_24H
high fever 2 days grandma,CLINIC_24H
weakness and BP high,CLINIC_24H
thatha diarrhea,CLINIC_24H
vayiru pokku,CLINIC_24H
paati sugar high weakness,CLINIC_24H
loose stools grandpa,CLINIC_24H
high fever and dizziness,CLINIC_24H
enga thathaku joint pain romba,CLINIC_24H
vayithu vali paati,CLINIC_24H
thala suthuthu thatha,CLINIC_24H
continuous diarrhea,CLINIC_24H
stomach upset grandma,CLINIC_24H
en payyanuku rendu naala nalla kaichal marundhu saptum kekala,CLINIC_24H
enga ammaku vayiru vali and loose motion,CLINIC_24H
en pondatiku kaiyila cut aagi ratham varuthu,CLINIC_24H
high fever but moochu kashtam illa,CLINIC_24H
en maganukku malaria pola 3 days juram,CLINIC_24H
vayithu pokku romba and stomach pain,CLINIC_24H
enga appaku thala vali and body pain after rain,CLINIC_24H
mild snake bite kaal la vali,CLINIC_24H
pesticide touch aagi kai la itch and rashes,CLINIC_24H
en payyan dengue doubt 2 days fever,CLINIC_24H
nethu irundhu loose stools 4 times,CLINIC_24H
enga veetukararukku juram varuthu marundhu work aagala,CLINIC_24H
thala vali romba and vomiting once,CLINIC_24H
en ponnuku rain la nanainju cold and cough,CLINIC_24H
mild pesticide exposure aagi udambu itch,CLINIC_24H
enga ammaku stomach upset and fever,CLINIC_24H
en magalukku insect bite and swelling,CLINIC_24H
2 days high kaichal,CLINIC_24H
vayiru vali continuous ah illa but varuthu,CLINIC_24H
en appaku farm la work panni body full pain,CLINIC_24H
malaria symptoms pola fever varuthu,CLINIC_24H
loose motion 3 days ah,CLINIC_24H
enga pondatiku kai cut aagi,CLINIC_24H
en payyanukku dengue fever 2 days,CLINIC_24H
pesticide spray panni rashes vanthuchu,CLINIC_24H
mild snake bite but vali romba,CLINIC_24H
nethu muthal rain la nanainju cold,CLINIC_24H
enga appa high fever marundhu kekala,CLINIC_24H
vayithu pokku and dehydration pola,CLINIC_24H
en ponnu stomach pain severe illa,CLINIC_24H
farm la mild cut and bleeding,CLINIC_24H
juram 3 days and body weak,CLINIC_24H
enga ammaku thala vali romba,CLINIC_24H
pesticide la mild reaction,CLINIC_24H
en maganukku loose stools and fever,CLINIC_24H
kaichal and vomiting oru thadava,CLINIC_24H
snake bite mild swelling,CLINIC_24H
en veetukararukku rain la velai senju cough,CLINIC_24H
2 days fever marundhu saptum ila,CLINIC_24H
vayiru vali and motions,CLINIC_24H
enga pondati dengue pola irukku,CLINIC_24H
mild pesticide itch full body,CLINIC_24H
en appaku thala vali and juram,CLINIC_24H
farm accident mild cut,CLINIC_24H
nethu irundhu stomach upset,CLINIC_24H
high kaichal 48 hours,CLINIC_24H
en payyanukku body pain after rain work,CLINIC_24H
loose motion varuthu,CLINIC_24H
enga amma mild snake bite,CLINIC_24H
juram and headache,CLINIC_24H
pesticide exposure mild rashes,CLINIC_24H
en magalukku vayiru vali,CLINIC_24H
3 days fever,CLINIC_24H
en pondatiku cough and cold from rain,CLINIC_24H
mild cut in hand from farm,CLINIC_24H
stomach pain and loose stools,CLINIC_24H
enga appaku malaria doubt,CLINIC_24H
en payyan pesticide touch aagi itch,CLINIC_24H
fever 2 days marundhu illa,CLINIC_24H
vayithu pokku continuous illa,CLINIC_24H
enga veetukarar mild dengue symptoms,CLINIC_24H
snake bite kaal la mild vali,CLINIC_24H
rain la nanainju fever vanthuchu,CLINIC_24H
en ponnuku body pain and juram,CLINIC_24H
mild pesticide reaction,CLINIC_24H
enga ammaku stomach pain,CLINIC_24H
farm la cut aagi,CLINIC_24H
en maganukku thala vali,CLINIC_24H
2 days kaichal,CLINIC_24H
pesticide la rashes vanthu,CLINIC_24H
